title,features,description,asin,imageurl,imageurlhighres,category
Pleaser Women's Swing-815 Knee-High Boot,"100% Synthetic
Synthetic sole
Shaft measures approximately 14.75"" from arch
Heel measures approximately 5.25""
Platform measures approximately 3.25""
Goth, Punk, GoGo, and Cyber inspired
5 1/2"" platform
Metal plates adorn the 8 straps in the front
Full back zipper
Package Dimensions:
                    
12 x 8 x 4 inches
Shipping Weight:
                    
6.94 pounds (View shipping rates and policies)","Heel Height: Approx. 5 1/2'' Tall. Modish boots featuring a high platform, multiple buckle straps and a back zipper.
Get your glam rock on in the Pleaser Swing-815 knee-high boot. This over-the-top boot features a gleaming upper with silver buckles trailing all the way down the shaft. A back zipper allows you to get in and out with ease. A sky-high platform ensures that you'll be center stage, no matter where your fabulous travels may take you.",B0002UU36E,"['https://images-na.ssl-images-amazon.com/images/I/415FUwNNP9L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31V3kMrbktL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KNHt6arCL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wlrauYAJL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RvCtdeWhL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4153mlhiTwL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41--MMAzriL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/415FUwNNP9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31V3kMrbktL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KNHt6arCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wlrauYAJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RvCtdeWhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4153mlhiTwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41--MMAzriL.jpg']",Women Shoes
Pleaser Demonia Women's Slush-225 Boot,"100% Synthetic
Synthetic sole
Shaft measures approximately 15 1/2"" from arch
Heel measures approximately 4 1/2""
Platform measures approximately 2""
Boot opening measures approximately 14"" around
Synthetic
Manmade sole
Shaft measures approximately 15-1/2"" from arch
Heel measures approximately 4-1/2""
Platform measures approximately 2"" ; Boot opening measures approximately 14"" around; Style Name: SLUSH-225; Color Description: Blk Pat; HEEL and PLATFORM: 4-3/4"" Heel; Size Range: 2011-6-14.
Package Dimensions:
                    
12 x 8 x 4 inches
Shipping Weight:
                    
4.88 pounds (View shipping rates and policies)","<b>Heel Height: Approx. 4 3/4'' Tall. Provocative knee high boots featuring a platform, high heels, laces, adjustable buckle straps and a side zipper. </b>
Intensify your look with this bold boot from Pleaser. Its chunky platform and flared heel lift height and offer an elaborate silhouette, while a buckled straps deliver an edgy vibe. A full-length zipper on the side makes for easy dressing.",B0002UU1OS,"['https://images-na.ssl-images-amazon.com/images/I/31ADBxwFTYL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31QfI527k5L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PUQO7UaaL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513JY-6VobL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RRCaSLl3L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vRtxCPJ-L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417C29Xl1wL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/31ADBxwFTYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31QfI527k5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PUQO7UaaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513JY-6VobL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RRCaSLl3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41vRtxCPJ-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417C29Xl1wL.jpg']",Women Shoes
Black Patent Gothic Chunky-Heel Platform 'Granny' Boots,"Package Dimensions:
                    
15.7 x 11.4 x 4.6 inches
Shipping Weight:
                    
4.55 pounds","Shiny Black Gothic 4.75"" Chunky-Heel Platform 'Granny' Boots",B0002UTSGA,['https://images-na.ssl-images-amazon.com/images/I/41tgPoqdGQL._US40_.jpg'],['https://images-na.ssl-images-amazon.com/images/I/41tgPoqdGQL.jpg'],Women Shoes
Bloch Dance Women's Grecian Sandal Contemporary/Teaching Shoe,"Leather
Imported
Leather sole
Shaft measures approximately low-top"" from arch
Designed for teachers who need a little lift for the long, hard hours on the studio floor. Combines the support of a 1"" heel, reducing strain on the Achilles tendon and calf with the flexibility of a ballet shoe, and gives a flattering instep line.
Leather upper design enhances instep
Suede outsole for just the right amount of slip and grip
Combined elastic and leather strap for reduced pressure on the instep
Sizing: Start with same as street shoe
Shipping Weight:
                    
3 pounds (View shipping rates and policies)","The teacher's shoe! flattering and comfortable shoe with a low heel for extra lift.
Founded in Sydney, in 1932 by Jacob Bloch, Bloch is a pioneer in the technical dance market. Since its inception, the renowned footwear brand has produced handmade pointe shoes for esteemed ballet dancers worldwide. Bloch recently entered an exciting new period of innovation and fashion design with the creation of mainstream footwear, following the demands by current customers to create street-ready shoes.",B0002UUHAG,"['https://images-na.ssl-images-amazon.com/images/I/41R3CF6VJ3L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41K0TYWfApL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PbEWoGrzL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h7N-lzGDL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312Gyive08L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BZTT1l5vL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nX20v0iNL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31B4sWZu1UL._SS36_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41R3CF6VJ3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41K0TYWfApL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PbEWoGrzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h7N-lzGDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312Gyive08L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31%2BZTT1l5vL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31nX20v0iNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31B4sWZu1UL.jpg']",Women Shoes
Capezio Women's Mary Jane Tap Shoe,"100% Leather
Synthetic sole
Heel measures approximately 1""
Round-toe tap shoe featuring Mary Jane strap with buckle and hook-and-loop closure
This shoe runs a half size smaller than street shoe size
Scored rubber skid pad, non-slip heel counter
Pre-attached TeleTone taps
Removable bow clips included
Product Dimensions:
                    
5 x 5 x 0.7 inches
Shipping Weight:
                    
4 pounds (View shipping rates and policies)","Buckled Mary Jane Tap Shoe Perfect for BeginnersTake your first steps with assurance in the Mary Jane Tap Shoe. Comes in shiny, black patent leather, black PU leather or caramel PU leather. Features non-slip heel counter, soft cotton lining and foam insole for shock absorption. High quality Capezio -- Capezio Mary Jane Tap Shoe.
The Mary jane tap shoe from Capezio is the perfect basic for any tapper. The leather shoe features a traditional buckle closure, a rubber skid pad for a non-slip grip, teletone taps, and a foam insole that will keep your feet comfortable and in control.",B0002UUB4I,"['https://images-na.ssl-images-amazon.com/images/I/41DcXCil-hL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iAu4%2B2uCL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JP2wIi2SL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h6Ti0ZZpL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31BGY%2BBm0kL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VZV9IC8RL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Afc962IiL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qGULUAhmL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41i0a1WC8oL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41DcXCil-hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iAu4%2B2uCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JP2wIi2SL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h6Ti0ZZpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31BGY%2BBm0kL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VZV9IC8RL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Afc962IiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qGULUAhmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41i0a1WC8oL.jpg']",Women Shoes
Bloch Dance Women's Super Jazz Leather and Elastic Slip On Jazz Shoe,"100% Full grain soft leather upper
Imported
Synthetic sole
Heel measures approximately 0.5""
Full grain soft leather upper and strong elastic top piece for quick, easy changes
100% cotton lining helps shoe to breathe
Rubber split sole; EVA outsole is light, durable and flexible providing balance between slide and grip
Sizing: Start with same as street shoe to 1/2 size up
Full grain soft leather upper and a strong elastic top piece for quick, easy changes
A cotton lining helps the shoe to breathe
Rubber split sole. EVA outsole is light, durable & flexible providing balance between slide and grip
Package Dimensions:
                    
12 x 8 x 4 inches
Shipping Weight:
                    
2 pounds (View shipping rates and policies)","The Bloch® Super Jazz dance shoe is light, soft and flexible yet tough in all the right places.
Features a full-grain, soft leather upper for a glove-like fit.
Slip-on construction with elasticized top goring panel for all-day comfort.
Reinforced heel cup strengthened to prevent collapsing.
100% cotton lining adds strength and helps the shoe to breathe.
Rubber outsole for added grip.
Wide widths: to accommodate a wider width foot, the manufacturer recommends going a half size up from your normal size.
Imported.
Measurements:

     Heel Height: 1⁄2 in
     Weight: 2 oz
    

Product measurements were taken using size 6, width Medium. Please note that measurements may vary by size.
Weight of footwear is based on a single item, not a pair.
Dancers know that a sharp focus is essential to a flawless performance--which is why we adore this women's Super jazz shoe by Bloch. Reliable in every way so you can focus on what's important, the soft leather shoe sports a pull-on elasticized instep panel, traction rubber split sole and utterly freeform profile that fits like a glove. Gently lined to protect your heel from rubbing and chafing, it's one smart step on your way to Broadway.",B0002UUG66,"['https://images-na.ssl-images-amazon.com/images/I/51bHwwhSKIL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412g1i%2BK1OL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wDvdk7B%2BL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31D0Uxp%2Bl4L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xR231fUzL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PT3P6NB0L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Q9Brt0%2BOL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31l1rfUXo-L._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51bHwwhSKIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412g1i%2BK1OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wDvdk7B%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31D0Uxp%2Bl4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xR231fUzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PT3P6NB0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Q9Brt0%2BOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31l1rfUXo-L.jpg']",Women Shoes
Bloch Dance Women's Elasta Bootie Leather and Elastic Split Sole Jazz Shoe,"100% Leather upper
Synthetic sole
Stretch satin instep panels for snug fit which allows the toes to spread in the demi pointe position
Features soft strong leather upper
Split rubber forefoot pad and heel
Package Dimensions:
                    
12 x 8 x 4 inches
Shipping Weight:
                    
3 pounds (View shipping rates and policies)","Leather upper with split sole EVA forefoot and heel pads for flexibility when pointing and flexing. Elastic insert replaces the need for laces in this half boot, half shoe. The toe shape allows the toes to spread in the demi pointe position and an exceptional fit has been achieved in the upper arch.
Founded in Sydney, in 1932 by Jacob Bloch, Bloch is a pioneer in the technical dance market. Since its inception, the renowned footwear brand has produced handmade pointe shoes for esteemed ballet dancers worldwide. Bloch recently entered an exciting new period of innovation and fashion design with the creation of mainstream footwear, following the demands by current customers to create street-ready shoes.",B0002UUIXC,"['https://images-na.ssl-images-amazon.com/images/I/41eh4s3NMcL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ykudzqvrL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rrKOHuc0L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lNR2oWiML._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ZLNGwHT7L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PT3P6NB0L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316B6Yq%2BXKL._SS47_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kRFDWSziL._SS47_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41eh4s3NMcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ykudzqvrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rrKOHuc0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lNR2oWiML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ZLNGwHT7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PT3P6NB0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316B6Yq%2BXKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kRFDWSziL.jpg']",Women Shoes
Capezio Women's BR08 Latin T-Strap Ballroom Shoe,"100% Leather
Leather sole
Heel measures approximately 2.5 inches""
This shoe's sizing is equivalent to street shoe size
2.5"" Flared heel
Cushioned insole
Package Dimensions:
                    
14 x 5 x 5 inches
Shipping Weight:
                    
2 pounds (View shipping rates and policies)","This saucy little pair from Capezio offers high style with its practicality. The Latin T-strap ballroom sandal features a lightly padded footbed for comfort, a smooth leather upper, and a sleek buckle strap. The suede sole keeps you light on your feet.
Salvatore Capezio was born in 1871 in Muro Lucano, Italy. Uninterested in following in his father's footsteps as a construction engineer, he became an artist of his own right, a cobbler. In 1887, at the age of 17, he opened his shop on Broadway and 39th Street, diagonally across from the old Metropolitan Opera House in New York City. Soon, the shop became a meeting place for dancers who would stop by to discuss their needs and to get a pair of his shoes. As Capezio's popularity grew, dancers from around the world made it a point to visit him and purchase his shoes. The innovation of the products that Salvatore Capezio created and the camaraderie he shared with the dancers molded the direction that his company would follow. In this image, the Capezio brand was established to promote and recognize ongoing achievements and participation in dance. Capezio products remain in the forefront in quality and in technological advances with innovations like the split-sole, the stretch-insert, the Dansneaker and the Tapsneaker. Capezio believes that their success is dependent upon the individual commitment of each customer to continually set new standards of creativity and performance, while preserving a reputation for dependability and distinction. Capezio pledges their support and dedication to the advancement of dance, theater and recreation in communities worldwide.",B0002UVL7E,"['https://images-na.ssl-images-amazon.com/images/I/416y3MfUubL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41LS%2BrLVBUL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31tswA22FIL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4157rY2tf4L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4177mHiR77L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZjFbfzoJL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/416y3MfUubL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41LS%2BrLVBUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31tswA22FIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4157rY2tf4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4177mHiR77L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZjFbfzoJL.jpg']",Women Shoes
Bloch Women's Show-Tapper Dance Shoe,"Leather
Imported
Leather and Rubber sole
Shaft measures approximately low-top from arch
Non-slip pro balance rubber pad behind the forefoot tap, with channels to allow flexibility
Soft cotton and leather lining for comfort and padded insole for shock absorption
Strap and buckle attached with elastic for comfort and flexibility
Sizing: Start with 1 full size up from street shoe
Shipping Weight:
                    
3 pounds (View shipping rates and policies)","Practical all leather tap shoe for class, rehearsal, or performance with sturdy 1 1/2 inch
Founded in Sydney, in 1932 by Jacob Bloch, Bloch is a pioneer in the technical dance market. Since its inception, the renowned footwear brand has produced handmade pointe shoes for esteemed ballet dancers worldwide. Bloch recently entered an exciting new period of innovation and fashion design with the creation of mainstream footwear, following the demands by current customers to create street-ready shoes.",B0002UUFJY,"['https://images-na.ssl-images-amazon.com/images/I/313LDxZ1L2L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3148Fe0vYfL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31fW1kmSJJL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316OVJE6g3L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315SFj60hEL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41U7xFbqgpL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31O3gq%2BKOJL._SS36_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/313LDxZ1L2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3148Fe0vYfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31fW1kmSJJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316OVJE6g3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315SFj60hEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41U7xFbqgpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31O3gq%2BKOJL.jpg']",Women Shoes
Clarks Rebecca Women's Footwear,"Leather
Package Dimensions:
                    
12.6 x 8 x 4.6 inches
Shipping Weight:
                    
1.7 pounds",A popular Clarks silhouette with an adjustable strap for a custom fit. This lightweight black leather clog cushions the foot on a contour footbed and flexible rocker profile outsole with shock-absorbing accordion heel.,B0002WUYGG,"['https://images-na.ssl-images-amazon.com/images/I/41XvRoobbpL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41E8a60pkSL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JYq6GO-2L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pg44l190L._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41XvRoobbpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41E8a60pkSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JYq6GO-2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pg44l190L.jpg']",Women Shoes
La Sportiva Testarossa Climbing Shoe,"Synthetic
A high performance shoe for steep sport routes and difficult bouldering
Slip Lasted
Performance fit w/ High Asymmetry",A high performance shoe for steep sport routes and difficult bouldering. Sick down-turned edging power is what you get in this high performance brilliantly designed work of art. La Sportiva strategically placed Lorica&reg (does not stretch) and leather (does stretch) in specific patterns (bi-lateral stretch technology) to design the most powerful edging machine on the market. A 3D cupped hytrel midsole under the toes ties into a high tension figure-eight rand that allows you to grab features with your feet and go for the chains. WEIGHT: 7.44 oz 211 g LAST: PD 85 CONSTRUCTION: Slip Lasted FIT: Performance w/ High Asymmetry UPPER: Leather/ Lorica&reg LINING: Pacific in the toe and heel/ Dry-Best&reg in tongue MIDSOLE: 3D Hytrel Anatomical Insert (under toes) with P3&reg SOLE: 4mm Vibram&reg XS Grip2,B0002XLELE,"['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L._SS36_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L.jpg']",Women Shoes
La Sportiva Testarossa Climbing Shoe,"Synthetic
A high performance shoe for steep sport routes and difficult bouldering
Slip Lasted
Performance fit w/ High Asymmetry",A high performance shoe for steep sport routes and difficult bouldering. Sick down-turned edging power is what you get in this high performance brilliantly designed work of art. La Sportiva strategically placed Lorica&reg (does not stretch) and leather (does stretch) in specific patterns (bi-lateral stretch technology) to design the most powerful edging machine on the market. A 3D cupped hytrel midsole under the toes ties into a high tension figure-eight rand that allows you to grab features with your feet and go for the chains. WEIGHT: 7.44 oz 211 g LAST: PD 85 CONSTRUCTION: Slip Lasted FIT: Performance w/ High Asymmetry UPPER: Leather/ Lorica&reg LINING: Pacific in the toe and heel/ Dry-Best&reg in tongue MIDSOLE: 3D Hytrel Anatomical Insert (under toes) with P3&reg SOLE: 4mm Vibram&reg XS Grip2,B0002XLE2I,"['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L._SS36_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L.jpg']",Women Shoes
La Sportiva Testarossa Climbing Shoe,"Synthetic
A high performance shoe for steep sport routes and difficult bouldering
Slip Lasted
Performance fit w/ High Asymmetry",A high performance shoe for steep sport routes and difficult bouldering. Sick down-turned edging power is what you get in this high performance brilliantly designed work of art. La Sportiva strategically placed Lorica&reg (does not stretch) and leather (does stretch) in specific patterns (bi-lateral stretch technology) to design the most powerful edging machine on the market. A 3D cupped hytrel midsole under the toes ties into a high tension figure-eight rand that allows you to grab features with your feet and go for the chains. WEIGHT: 7.44 oz 211 g LAST: PD 85 CONSTRUCTION: Slip Lasted FIT: Performance w/ High Asymmetry UPPER: Leather/ Lorica&reg LINING: Pacific in the toe and heel/ Dry-Best&reg in tongue MIDSOLE: 3D Hytrel Anatomical Insert (under toes) with P3&reg SOLE: 4mm Vibram&reg XS Grip2,B0002XLE3W,"['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L._SS36_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/51Z31R1BrhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41e5V0f6MRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FW4HxgGoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jteTFmQLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YwXqiCzQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NKP91K9jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RR%2BApY3yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M--YWy83L.jpg']",Women Shoes
Pleaser Women's ALLURE-601H/CB/M Platform Sandal,"100% Poly vinly chloride
Synthetic sole
You're super-sassy--with just a hint of sweet--in the Allure sandal from Pleaser. This striking stiletto features metallic accents and rhinestone detailing to catch the light beautifully and an asymmetrical strap with a dainty heart accent. A transparent platform and towering heel offers a bold boost.
Product Dimensions:
                    
14 x 11 x 7 inches
Shipping Weight:
                    
2.1 pounds","Sensuous, sexy and wild, Pleaser is one of the world's leading brands of sexy footwear. From everyday edgy to very extreme fun, Pleaser shoes combine all the sex appeal you've come to expect from high heels with an undeniable amount of cuteness and originality. The wide array of styles by Pleaser allows you to express your inner wild-child and let your imagination run wild! Discover the ultra sexy, show-stealing Pleaser shoes that are legendary among fashionistas, performers and sexy footwear enthusiasts around the world!
You're super-sexy&mdash^with just a hint of sweet&mdash^in the Allure sandal from Pleaser. This striking stiletto features metallic accents and rhinestone detailing to catch the light beautifully and an asymmetrical strap with a dainty heart accent. A transparent platform and towering heel offers a bold boost.",B0002Y80XI,"['https://images-na.ssl-images-amazon.com/images/I/41dJ%2Bp2g5xL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Qb2P9-4pL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sXpEQ%2BllL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31uGKP%2BmCbL._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BOww1wC6L._US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cpFjC6fzL._US40_.jpg']","['https://images-na.ssl-images-amazon.com/images/I/41dJ%2Bp2g5xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Qb2P9-4pL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sXpEQ%2BllL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31uGKP%2BmCbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BOww1wC6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cpFjC6fzL.jpg']",Women Shoes
