asin,title,summary
B00004VWJ3,"Birki's Super Pu, Black, 44 M EU (13 Women /11 M US Men)",Birkenstock's Black Super Birki Clogs are durable polyurethane clogs with a cork/latex insole that supports all arches and is washable and replaceable. The machine-washable removable liners and waterproof polyurethane construction make them ideal for garden use and all-day comfort.
B000072UMA,Converse Chuck Taylor All Star Core Ox,"Converse Ctas Pro Ox is a canvas, low-top sneaker with rubber sole and lunarlon sock liner for cushioning. It features a gussetted tongue, metallic eyelets, and a classic All Star design."
B000094VPP,Converse Chuck Taylor All Star Core Ox,"Converse Ctas Pro Ox: a modernized low-top All Star with canvas exterior, Lunarlon cushioning, gusseted tongue, and classic rubber details."
B00009ZM91,Merrell Women's Jungle Moc Slip On,"Merrell slip-on featuring leather and textile construction, antimicrobial lining, Merrell Air Cushion heel, and a durable rubber sole for comfort and durability."
B0000A4FD7,Zephz Butterfly Cheerleading Shoe Womens,"Kid's cheerleading shoes with customizable team color, synthetic upper, rubber outsole, EVA midsole, and zebra print options in various colors."
B0000A4FD5,Zephz Butterfly Cheerleading Shoe Womens,"Kids' cheerleading shoes with customizable team color, featuring a synthetic upper, rubber outsole, EVA midsole, and zebra print options."
B0000A51F0,K-Swiss Women's Classic LX,"K-Swiss tennis sneaker combines classic court style with leather construction, herringbone tread, and D-ring lace-up."
B0000A53OI,K-SWISS Women's Ultrascendor Tennis Shoe,"Ultrascendor: lightweight tennis shoes designed for performance and responsiveness, featuring a skeletalized outsole and unique Cushion Board for elevated gameplay."
B0000ACXIV,Prince Women's QT Scream Low Tennis Shoe,"Prince's lightweight tennis shoe provides comfort, stability, and high-performance cushioning. It features a padded achilles insert, medial drag abrasion, breathable upper, slip lasted construction, and heel pull tab."
B0000AFSY8,Converse Chuck Taylor All Star Core Ox,"The Chuck Taylor All Star is an iconic sneaker with a classic silhouette, star-centered ankle patch, and vulcanized rubber sole. It is a symbol of personal style and self-expression, made with high-quality materials and craftsmanship."
B0000AJNT0,K-SWISS Women's ST329,"K-Swiss ST329 cross training shoe for women features a leather upper, mesh trim, lace loops, and metal eyelets. The EVA midsole provides cushioning, while the rubber outsole offers traction."
B0000CFJY7,Converse Chuck Taylor All Star Core Ox,"Converse Ctas Pro Ox: Canvas low-top sneakers with Lunarlon cushioning, gusseted tongue, metallic eyelets, and classic Converse design elements."
B0000DZA4T,Saucony Women's ProGrid Stabil CS Running Shoe,"Saucony ProGrid Stabil CS running shoes provide ultimate stability and cushioning for severe overpronators, featuring Heel Cassette ProGrid technology for comfort and a Dual Density SSL EVA midsole."
B0000DZZP3,Saucony Women's ProGrid Hurricane 11 Running Shoe,"Saucony running shoes offer a comfortable and supportive fit with ProGrid technology, SSL EVA midsole, and Arch Lock. Made from breathable mesh and synthetic materials, they feature a full-length rubber sole and weigh approximately 22.2 oz per pair."
B0000E09PI,Saucony Originals Women's Bullet Sneaker,"Saucony running and walking shoes offer innovative technologies like Grid for stability and cushioning, allowing athletes to focus on performance. Constructed with leather and textile, these shoes feature a rubber sole."
B0000E0VIJ,Saucony Originals Women's Jazz Low Pro Vegan Retro Sneaker,"Sleek retro running shoe with a canvas and hemp upper, cushioned mesh interior, and rubber sole."
B0000E07KZ,Saucony Women's Grid Fastwitch 4 Running Shoe,"High-performance running shoe by Saucony featuring a breathable mesh upper, protective overlays, cushioned comfort, and a durable, flexible rubber sole for excellent grip."
B0000E0HNP,Converse Womens Chuck Taylor Stars and Bars Sneaker,"Converse low-top canvas sneakers in red, white, and blue with striped accents, rubber sole, round toe, and lace-up closure."
B0000ESTEA,Converse Unisex Chuck Taylor All Star,"Classic Converse Chuck Taylors in all black leather, featuring an embroidered patch for durability. Iconic design inspired by movie icon WILL SMITH in I-Robot. Constructed from Converse's softest leather ever."
B0000V9E3S,KEEN Women's Venice H2 Sandal,"Versatile sport sandal with open straps for ventilation, durable polyester webbing, grippy outsole for mixed terrain traction, toe protector, and easy-on design."
B0000YWEIC,NIKE Women's Tanjun Running Sneaker Black/Black-White 7,"Elegant Nike Tanjun women's shoes combine simplicity and modern design, featuring a breathable mesh upper and lightweight cushioning for everyday comfort."
B00019LZNG,Reebok Women's Classic Nylon Sneaker,"Suede-accented sneakers with leather, nylon, and EVA midsole for comfort and durability, while the rubber outsole provides traction."
B0001EKJZG,Nike Presto Cee Analog Small Ladies - Purple Watch WT0008501,"Transparent purple watch with microfin wrist grips, water resistance to 30 meters, mineral crystal, and China quartz movement."
B0001M3UWW,Reef Women's Slap 2 Flip Flop Sandal,"Stylish and water-friendly sandal for girls, featuring a molded EVA footbed, grippy outsole, and adjustable buckle closure."
B0001MLLF0,Amerileather Shearling House Slippers,"Genuine dyed shearling slippers with unsurpassable warmth and durability feature sturdy non-slip rubber soles in both men's and women's sizes. The double-faced sheepskin upper allows breathability and heat retention. They are optimally worn without socks to maximize the benefits of sheepskin, which naturally sheds less due to its attachment to the skin."
B0001N5WMW,KEEN Women's Newport H2 Sandal,"KEEN Newport H2 water sandals feature razor-sipped outsoles and adjustable webbing uppers. Washable, odor-resistant, and boasting patented toe protection, they provide excellent traction for outdoor adventures."
B0001Y92KY,Converse Chuck Taylor All Star Core Ox,"Iconic Chuck Taylor All Star sneaker with classic silhouette, ankle patch, and durable vulcanized rubber sole, celebrating personal style and individuality."
B00024QR60,Ariat Women's - Terrain Hiking Boot,"Ariat's sturdy and durable leather boots feature moisture-wicking lining, padded top collar, shock-absorbing midsole, and a Duratread outsole, made for equestrians and outdoor enthusiasts seeking comfort and performance."
B00024QELS,Ariat Women's Heritage Western R Toe Western Cowboy Boot,"Ariat's leather Western boot with Advanced Torque Stability (ATS) technology for foot support and comfort. Features moisture-wicking footbed, classic embroidery, and a rubber sole for durability."
B0002CFCGI,Ladies Beaded Pearl Sandal Flip-Flop,"Lightweight, beaded faux pearl sandals with woven innersoles, arch support, and a rubber sole, packaged in a clear bag with a hanger."
B0002KSGMM,LifeStride Women's Jade Pump 10 C/D US White,"A timeless square-toe dress pump made from urethane with a padded insole and 1-1/2"" tapered dress heel, offering comfort and style."
B0002KSH3A,LifeStride Women's Jade Pump,"Life Stride Jade Dress Shoes: Synthetic upper with rounded toe, 2"" heel, Man-Made outsole for traction, offers comfort and style at a great price."
B0002KSH2G,LifeStride Women's Jade Pump,"Synthetic upper and outsole dress shoes with a round toe, 2"" heel, and available in various sizes and widths."
B0002L4O2W,Danner Women's Danner Light II Outdoor Boot,"USA-made Danner Light II boots combine nubuck leather and nylon upper for durability, GORE-TEX lining for waterproof protection, and a Vibram Kletterlift outsole for comfort, shock absorption, and traction on various surfaces."
B0002L4O1S,Danner Women's Danner Light II Outdoor Boot,"USA-made Danner Light II boots feature durable nubuck leather and nylon upper, waterproof GORE-TEX lining, and a Vibram Kletterlift outsole for comfort, shock absorption, and traction on all surfaces."
B0002LI9BO,Easy Spirit Women's Motion Lace up Oxford,"Versatile, leather shoe with a feminine shape and advanced technology for comfort, suitable for various occasions."
B0002LT7LU,Soft Style Women's Angel II Pump,"Plain synthetic pump with rolled topline, padded footbed, and 1.25"" heel."
B0002LTCWY,Sperry Top-Sider Women's Authentic Original Two-Eye Boat Shoe,"Timeless boat shoes with premium leather, 360-degree lacing, and shock-absorbing EVA heel cup for classic preppy style."
B0002LTGHA,Naturalizer Women's Scout Leather Ankle-High Sandal,"Naturalizer's Scout Sandal features adjustable leather straps, soft leather uppers, and a light, flexible synthetic sole."
B0002LTJN6,Keds Women's Champion Original Canvas Sneaker,"Classic canvas sneaker with iconic design, breathable lining, cushioned insole, textured outsole. Updated with soft lining, improved arch support, roomier toe, and secure heel. Narrow to X-Wide widths available. Imported."
B0002M14CY,Saucony Originals Women's Jazz Low Pro Sneaker,"Retro running shoe from Saucony with a classic fit and feel. Features nylon and suede construction, a removable insole, and a rubber sole with innovative Grid cushioning technology."
B0002M1OJW,Dearfoams Women's 2 Color Sequin Flat,"Reversible sequin vamp, plush faux fur cuff, and high-density beveled heel wedge slippers featuring a skid-resistant lug outsole."
B0002M0GZ0,Annie Women's Bobby II Dress Sandal,"Dressy women's sandal featuring a vinyl upper, clear heel, and sparkling rhinestones, providing comfort and a glamorous look."
B0002LYO90,Grasshoppers Women's Westwind Slip-On,Grasshoppers' lightweight canvas footwear features a dual-density footbed with arch support and memory foam for comfort and style.
B0002M1OOM,Dearfoams Women's Faux Fur Slipper,"Dearfoams slippers offer cozy polyester with faux fur and flannel lining, featuring woven trim, faux leather cord with wood beads, rubber sole, and skid resistance."
B0002LY224,Sperry Top Sider Bahama Womens Boat Shoes 9447533,"Two-eye moc toe shoe with handsewn, stain/water-resistant canvas upper, 360-degree lacing system, removable footbed with Wave-Comfort system, and non-marking rubber outsole with Wave-Siping for traction."
B0002M2VYY,Naturalizer Women's Jaden Sneaker,"Naturalizer Jaden sneaker features rich leather upper, cushioned insole, N5 comfort elements, and non-slip outsole for outdoor adventures and weekend activities."
B0002M2X0Q,LifeStride Women's Populist Dress Pump,"Stylish pump with Soft System Comfort System and 2.75"" heel offering comfort, style, and a perfect fit from LifeStride's extensive shoe collection."
B0002M2XEC,LifeStride Women's Slapstick Dress Pump,"Women's Lifestride Slapstick Slingback Sandal:
- Versatile dress sandal with elastic slingback strap and soft fabric lining.
- Cushioned footbed with SoftSystem comfort elements for added support.
- Manmade upper and outsole.
- 2.25-inch wedge heel.
- Imported, synthetic sole."
B0002M8QHK,LifeStride Women's Mimosa Comfort Sandal,"LifeStride slingback sandal with nappa-style polyurethane upper, interlocking crisscross straps, elasticized heel strap, soft lining, 1-inch wedge heel, shock absorbent outsole, and foam insole, providing everyday comfort and a custom fit."
B0002M8PH6,LifeStride Women's Mimosa Comfort Sandal,"LifeStride's comfortable slingback sandal features a soft upper, foam insole, flexible outsole, and elastic backstrap for easy wear and all-day comfort. The 1-inch wedge heel adds a touch of style, making it a versatile choice for various outfits."
B0002M8QZM,LifeStride Women's Mimosa Comfort Sandal,"Comfortable LifeStride slingback sandal with foam insole, flexible outsole, and elastic backstrap for easy fit; 1-inch wedge heel with shock-absorbent composite outsole for walking comfort."
B0002M8S0A,Keds Women's Craze T-Toe Leather Sneaker,"Sporty 5-eyelet lace-up sneaker with leather upper, Ortholite sockliner for odor control, memory foam footbed for comfort, breathable lining, and a flexible rubber outsole."
B0002MB0DM,Keds Women's Chillax Washed Laceless Slip-On Sneaker,"Keds Women's Chillax Sneaker offers relaxed comfort and style with its laceless slip-on design, breathable lining, cushioned insole, and flexible rubber outsole."
B0002MB8NY,"Keds Women's Champion Seasonal Spring 2015 Sneaker, Coral, 10 M US","Women's canvas sneakers with fabric lining and rubber out/midsole for durability and comfort, available in various sizes with seasonal color uppers."
B0002MB8O8,Keds Women's Champion Seasonal Spring 2015 Sneaker,"Fashion sneaker with canvas upper, lace-up closure, Ortholite footbed, rubber sole, and breathable lining."
B0002MB8Q6,Keds Women's Champion Seasonal Solids Fashion Sneaker,"Canvas sneakers with solid seasonal colors, antique brass eyelets, 2"" shaft height, 0.5"" heel, 0.25"" platform, and self-tie closure."
B0002MB9GK,Grasshoppers Women's Jensen Stretch Twill Slip-On Sneaker,"Comfortable, easy-on casual sneaker with stretch upper, quilted footbeds, and padded heels. Features a fully zippered entry for a snug fit and a rubber sole for stability."
B0002MBCW6,White Mountain Women's Latigo Boot,"White Mountain women's knee-high boots in black synthetic material, featuring a 14.5"" shaft, 1.5"" heel, and a versatile style suitable for casual wear."
B0002MB8DO,Grasshoppers Women's Ashland Smooth Sneaker,"Slip-on sneaker with comfort features for all-day wear, including a stretch upper, dual-density footbed, jersey lining, heel and collar padding, and flexible outsole. Available in extended widths."
B0002MB9BK,Grasshoppers Women's Jensen Stretch Twill Slip-On Sneaker,"Comfortable casual sneaker with stretch upper, quilted footbed, padded heel, and soft jersey knit lining. Fully zippered entry and elastic gore provide a snug, cozy fit, while the quilted, padded insole cushions feet."
B0002MD71U,Converse Kids' Chuck Taylor All Star Canvas Low Top Sneaker,"Timeless Chuck Taylor All Star sneaker: lightweight, breathable canvas with a durable rubber sole for all-day comfort."
B0002MCZR2,Clarks Women's Gallery Etch Boot,"Clarks Artisan Women's Gallery Etch Boots offer style and comfort with a motorcycle-inspired design, shock-absorbing Active Air insole, leather band and harness details, side zipper, and stacked heel."
B0002MFZN8,Easy Spirit Women's Oreen Slip-On Loafer,"Slip-on casual shoes with a stretchy upper made of 75% suede and 25% stretch. They feature a 1.25"" heel, imported synthetic sole, and lightweight, flexible outsole."
B0002MHKEA,Via Spiga Women's Fola2 Gladiator Sandal,"Architectural straps create a confident look in these Via Spiga shoes handcrafted from Italian leather with a 3.75"" heel."
B0002MHVZS,Mootsies Tootsies Women's Mallory Loafer,"Women's navy faux leather loafer with metallic finish, moc-toe, padded insole, and 1-inch rubber outsole."
B0002MI68Y,Nike Mens Only The Strong Survive Hooded Sweatshirt Hoody,"Nike's Wild Trail running shoes feature synthetic and mesh construction, a rubber sole, heel pull loop, plush cushioning, a molded foam insole, dual-density Phylon midsole, and a flexible rubber outsole with trail-specific lugs for enhanced comfort and traction."
B0002MIZK8,Coach Fortunata Womens Khaki/Chestnut 12 cm Sig C Fabric/Patent Leather Loafer Flats,"Women's size 9 slip-on shoes feature a jacquard fabric and patent leather upper, logo hardware, cushioned footbed, and synthetic rubber outsole."
B0002MP8BM,Keds Womens Champion Tribal Sneaker,"Lace-up sneakers with printed twill upper, cushioned insole, flexible rubber outsole, and two lace options (round and flat)."
B0002MTVC4,Keds Women's Champion Original Sneaker,"Iconic canvas sneaker with over 100 years of classic design, comfort, and versatility, featuring a canvas upper, cushioned insole, and soft lining."
B0002N3XFE,Naturalizer Women's Fuller Loafer,"Naturalizer women's shoes offer stylish and comfortable designs with a heel of 1.5 inches. Made from 100% leather with a synthetic sole, they come in a box of dimensions 11.8 x 5.4 x 4 inches and weigh 1.55 pounds."
B0002NKEK6,Keds Women's Double Decker Slip-On Sneaker,"Canvas or jersey slip-on sneaker with gored sides, cushioned insole, and textured wrap-around midsole."
B0002PBBRY,Dexter Women's SST Bowling Shoes,"Comfortable and supportive bowling shoes with durable microfiber suede lining, removable footbed, EVA midsole, and Goodyear Power Pivot sole for stability and cushioned support."
B0002PAI5U,Quark - Womens - Pro-Air,Breathable mesh and air circulation system keep feet cool and dry. Moisture-wicking footbed prevents dampness. Slip-resistant rubber tread ensures stability on various surfaces.
B0002PLFSO,Minnetonka Women's Deerskin Gore Front Moccasin,"Minnetonka deerskin moccasins with whipstitching details, rubber sole, padded insole, and genuine ""moccasin soul"" heritage since 1946."
B0002PLF16,Minnetonka Women's Deerskin Gore Front Moccasin,"Minnetonka moccasins feature deerskin uppers with whipstitching details, a padded insole, and a thin rubber sole. These imported moccasins reflect the relaxed American style and are available in 100% deerskin."
B0002PLI0Y,Minnetonka Women's Deerskin Gore Front Moccasin,"Genuine Minnetonka moccasins with deerskin upper, whipstitch details, padded insole, and thin rubber sole."
B0002PVINQ,Carolina ST Glove,"Carolina ST Glove Oxfords: Stylish yet durable women's work shoes featuring leather upper, comfortable lining, padded collar/tongue, skid-resistant rubber sole, and protective steel toe meeting ASTM standards."
B0002PUX96,Pleaser Women's Pace-01 Platform Sandal,"Stylish Pleaser Pace-01 platform sandal with a bold 4.5"" wedge heel and 2"" platform, featuring a minimalist upper that highlights the striking platform."
B0002PVJDU,Carolina Opanka Gaucho Wildhorse,"Women's steel toe Oxford shoes with superior comfort from leather upper, padded collar and tongue. Opanka construction provides durability and flexibility, while the skid-resistant outsole ensures safety."
B0002PX9QU,Carolina Soft Toe Glove,"Stylish and durable Soft Toe Glove Oxfords for women feature a leather upper, textile lining, padded collar and tongue, and a skid-resistant rubber sole."
B0002PXASC,Carolina ESD,"Durable, stylish, and fuzzy women's slip-on shoes with high-grade materials, moisture-wicking insoles, skid-resistant outsoles, comfortable leather uppers, and ESD protection for safety and performance."
B0002PXXJI,"Double H Men's 10"" Harness Boot Sierra","Durable and stylish American-made Double-H Metro 10-inch Harness Work Boots feature dark leather uppers, a Vitalize insole with moisture-wicking and odor-controlling DRYZ fabric, and an oil- and slip-resistant Sierra orange plug outsole for versatility at work or leisure."
B0002PYIXI,Carolina 4 X 4,"Sturdy and comfortable work boots for women designed for outdoor and work activities, featuring a steel toe for safety, a leather upper and rubber outsole for durability, and a removable footbed for comfort and moisture management."
B0002PYJFA,Carolina Steel Toe,"A versatile hybrid boot, the Carolina Steel Toe combines the comfort and design of a hiking boot with the protective features of a work boot, including steel toe protection, moisture-wicking lining, and durable rubber outsole for use in various environments."
B0002Q9HB0,Old Friend Women's Scuff Wide Slipper,"Plush, sheepskin-lined slippers with reinforced heels and a TPR sole, available in 10 colors and various sizes (small-XXLarge), offering extreme comfort and easy step-in styling."
B0002QOYK4,Walking Cradles Women's Fall Loafer Flat,"Walking Cradles shoes are designed for comfort with premium leathers and fabrics, stylish designs, and features like soft uppers, cushioned insoles, and flexible soles."
B0002QTQA2,BEARPAW Women's Abigail Fashion Boot,"8"" double toggle leather boot with a faux fur interior and a non-marking rubber sole."
B0002QURXW,David Tate Women's Sport,"David Tate Sport Dress Shoes boast a 1.5"" heel, a Square Toe, and durable Man-Made outsole for lasting traction. Crafted from 100% Leather, these shoes provide high-quality materials and comfort."
B0002QU264,LifeStride Women's Jade Pump,"The Life Stride Jade Dress Shoes feature a synthetic upper with a round toe and a man-made outsole for traction. They measure 2.25"" in heel height with a 2A width and provide a comfortable fit with soft insoles and flexible soles."
B0002QVDP8,Bloch Dance Women's Prolite II Hybrid Ballet Slipper/Shoe,"Original Bloch split sole ballet shoe with leather upper and canvas arch insert, elastic drawstring, cotton lining, suede sock lining, and split sole."
B0002RFPJM,Capezio Women's 191 Aerial Pointe Shoe,"Capezio, established in 1887, is a renowned brand offering high-quality dance shoes and accessories. With a focus on innovation, Capezio's products feature advanced technologies like split-soles and stretch-inserts. The brand remains committed to supporting dance and theater communities worldwide."
B0002RFQ9G,Capezio Women's 196 Plie I Pointe Shoe,"Capezio, founded in 1887, offers high-quality dancewear with innovative features like split-soles and stretch-inserts. The brand supports dance and recreation, fostering creativity and setting industry standards."
B0002RFRGI,Capezio Women's 199 Tendu II Pointe Shoe,"The Capezio Tendu II pointe shoe is designed for seasoned dancers and features a quick break-in time, a broader toe box, a medium vamp, a #2 shank, and an elastic drawstring."
B0002RFNRQ,Leo's Unisex 077 Air-Abesque Canvas Ballet Flat,"Leos Dancewear, founded in 1924, offers handmade dance products including shoes, bodywear, costumes, and accessories. Products are made with 100% cotton and feature a suede sole. The company is committed to supporting the art of dance and those who bring it to life."
B0002RRLR6,Leo's 5028 Giordano Tap Shoe,"Gus Giordano leather tap shoe with flexible arch, lace-up front, and adjustable DuraTap system for optimal sound quality."
B0002RRN4M,Capezio 550 Junior Footlight,"Capezio Jr. Footlight Character Shoe: PU leather upper, scored leather sole, buckle closure, 1.5"" plastic heel, padded insole, moisture-absorbing lining, compatible with taps (not included). Ideal for character and theatrical performances."
B0002S36M4,Blondo Women's Vivi Boot,"Blondo boots prioritize comfort and style, featuring supple leather, flexible soles, and a 16"" opening for easy fit. Crafted with attention to detail, these boots offer durability, traction, and approximately 18"" shaft height, ensuring pleasure in every step."
B0002RZPRY,LifeStride Women's Mimosa Comfort Sandal,"LifeStride sandal with foam insole, flexible outsole, elastic backstrap, and 1.5"" wedge heel offers unparalleled comfort and fit for everyday wear."
B0002S6T3W,Easy Street Women's Zayre T-Strap Sandal,"Comfortable and supportive traditional women's shoes from Easy Street with synthetic and elastic construction, rubber sole, and 2 1/4"" heel height."
B0002S9LIC,Reebok Women's Centose Metguard Work Shoes Composite Toe - Rb156,"Non-metallic Reebok Centose MetGuard work shoes provide protection with an internal metatarsal guard, ASTM-rated composite safety toe (electrical hazard protection), and nylon mesh lining."
B0002SQOO6,Harley-Davidson Women's Denna Slide Sandal,"Harley-Davidson motorcycle boots feature a 2 3/4"" shaft, 0.5"" heel, full grain leather upper, cushion sock lining, and rubber outsole with cement construction."
B0002SQOPA,Harley-Davidson Women's Denna Slide Sandal,"Harley-Davidson's leather boots feature a 2 3/4"" shaft, 0.5"" heel, rubber outsole, and full-length cushion sock lining, providing comfort and durability."
B0002SQON2,Harley-Davidson Women's Denna Slide Sandal,"Harley-Davidson leather boots with 2.75"" shaft, 0.5"" heel, full-grain leather upper, cushion sock lining, rubber outsole, and cement construction."
B0002T3Z8I,Demonia Women's 2 Inch Platform Hearts Creeper Shoe,2 Inch Platform Creeper Shoes for Women with Heart Design; Synthetic Material
B0002UNNR0,Capezio Women's Daisy Ballet Shoe,"Leather ballet shoe with full sole, pre-attached criss-cross elastics for beginners, featuring daisy print lining or unisex non-print lining."
B0002UNNNY,Capezio Women's Daisy Ballet Shoe,"Leather ballet shoe with full sole, pre-attached criss-cross elastics for snug fit, recommended for beginners with wider feet. Features daisy print lining (pink) or unisex non-print lining (black/white), hammered pleats, bar-tacked elastic drawstring, and ""This belongs to"" satin ID tag."
B0002UTSHO,Pleaser Demonia Women's Slush-62 Boot,"Sensuous Pleaser ankle boots feature 4.75"" heels, laces, and a side zipper for provocative style. Made with polyurethane and a synthetic sole, they offer a 9"" shaft and 2"" platform for added height and comfort."
B0002UTZGS,Pleaser Women's Shaker-100,"Tall platform boots with a 4 1/2'' heel and 2 1/4'' platform, featuring a side zipper for convenience. Made of polyurethane with a synthetic sole, it offers a 15 1/2'' shaft and a true-to-size fit."
B0002UU36E,Pleaser Women's Swing-815 Knee-High Boot,"Knee-high, over-the-top boots with a gleaming silver upper, multiple buckle straps, a platform heel, and a back zipper."
B0002UU1OS,Pleaser Demonia Women's Slush-225 Boot,"Knee-high boots with a 4-3/4-inch heel, platform base, adjustable buckle straps, and side zipper."
B0002UTSGA,Black Patent Gothic Chunky-Heel Platform 'Granny' Boots,"Black gothic platform 'Granny' boots with chunky 4.75"" heels."
B0002UUHAG,Bloch Dance Women's Grecian Sandal Contemporary/Teaching Shoe,"Bloch's teacher's shoe offers both comfort and style with a low heel for lift. The leather upper and suede outsole provide support and flexibility, while the combined elastic and leather strap reduces pressure on the instep. Ideal for educators enduring extended periods on studio floors, the shoe aims to alleviate strain on the Achilles tendon and calf."
B0002UUB4I,Capezio Women's Mary Jane Tap Shoe,"Buckled Mary Jane Tap Shoe by Capezio for Beginners: Black patent or PU leather; non-slip heel, soft lining, foam insole; pre-attached teletone taps; includes removable bow clips; runs half size smaller than street shoe size."
B0002UUG66,Bloch Dance Women's Super Jazz Leather and Elastic Slip On Jazz Shoe,"Soft and flexible Bloch Super Jazz dance shoe features a leather upper, slip-on construction with elasticized goring, reinforced heel, cotton lining, and rubber outsole for grip."
B0002UUIXC,Bloch Dance Women's Elasta Bootie Leather and Elastic Split Sole Jazz Shoe,"Bloch Women's Tendu Dance Half Boot Shoe features leather upper, split EVA sole forefoot and heel pads, and elastic insert for a secure fit during dance."
B0002UVL7E,Capezio Women's BR08 Latin T-Strap Ballroom Shoe,"Capezio Latin T-strap sandal combines style and practicality, featuring a leather upper, padded footbed, suede sole for agility, and a 2.5"" flared heel with equivalent street shoe sizing."
B0002UUFJY,Bloch Women's Show-Tapper Dance Shoe,"Practical all leather tap shoe for class, rehearsal, or performance with sturdy 1 1/2 inch. Leather and rubber sole, soft cotton and leather lining, padded insole, strap and buckle with elastic. Size up one full size from street shoe."
B0002WUYGG,Clarks Rebecca Women's Footwear,"Lightweight, black leather clog with adjustable strap for custom fit, cushioned footbed, flexible outsole, and shock-absorbing heel."
B0002XLELE,La Sportiva Testarossa Climbing Shoe,"High-performance climbing shoe with bi-lateral stretch technology for precise edging, 3D cupped hytrel midsole for traction, and Vibram XS Grip2 sole for durability on steep routes and bouldering."
B0002XLE2I,La Sportiva Testarossa Climbing Shoe,"High-performance rock climbing shoe designed for steep routes and bouldering, featuring a strategic combination of Lorica® and leather for optimal edging power, a 3D midsole for toe support, and a high-tension rand for precise footwork."
B0002XLE3W,La Sportiva Testarossa Climbing Shoe,"High-performance climbing shoe for steep routes and bouldering, featuring Lorica® and leather construction with bi-lateral stretch technology, 3D midsole, and Vibram® XS Grip2 sole."
B0002Y80XI,Pleaser Women's ALLURE-601H/CB/M Platform Sandal,"Pleaser's Allure sandal, crafted from PVC with a synthetic sole, is a captivating stiletto featuring metallic accents, rhinestone detailing, and an asymmetrical strap with a heart accent. A see-through platform and towering heel provide a bold boost. Dimensions: 14 x 11 x 7 inches; Shipping Weight: 2.1 pounds."
B0002Y7NOU,Pleaser Women's 4 inch Open Toe Lace-up Sandal,4' Open Toe Lace-Up Synthetic Sandal
B0002YE8UW,Demonia Women's RAN208/BPU Boot,"Pleaser USA high heels crafted from synthetic material with a 7.5"" shaft, 3.25"" heel, and 2"" platform, ensuring high quality and comfort."
B0002YE8VQ,Demonia Women's CLICK-04-1 Platform Kitty Cat Felt T-Strap Shoe Black,"Women's Demonia ""Kitty Cat"" T-strap shoe with felt, satin bow, buckle details, and a 3 1/4"" (7cm) platform."
B0002YHY6M,$90 Dr Doc Martens 8053 Black Shoes Oxfords US 14 UK 13,Durable and stylish leather shoes with cushioned collar and rubber outsole for traction and comfort.
B0002Z1MDM,Pleaser Women's Electra-3000Z/B,"Thigh high boots with a 5'' platform heel, full inner zipper, and slouchy over-the-knee design, available in black. Made from synthetic materials with a rubber sole."
B0002Z1LNI,Pleaser Women's Electra-2042 Boot,"Sexy knee-high boots with platform bottom, 5"" heels, adjustable straps, laces, side zipper, and bold buckle detailing."
B0002Z1LTW,Pleaser Women's Electra-3028 Boot,"Sexy thigh-high Pleaser boot with bold buckles and 5"" flared heel, fully laced for a flirty vibe and toughness, with a convenient zipper for easy foot entry and exit."
B0002Z1IHC,Pleaser Women's ELECTRA-1020/B/PU,"Synthetic calf-high lace-up boots with a 5"" stacked heel, 1.5"" platform, and 11.5"" shaft. True to size."
B0002Z1LHO,Pleaser Women's Electra 3010 Boots,"Thigh-high platform boots with 5"" heel, inner side zipper, and man-made construction (Style: ELECTRA-3010, Color: Blk Pat)."
B0002Z1KIO,Pleaser Women's ELECTRA-2023/B,"Sensuous knee-high boots with laces, side zipper, platform bottom, and 5"" heels. Made from synthetic materials with a rubber sole, true to size. Packaging dimensions: 12 x 8 x 4 inches, 10 pounds."
B0002Z1KXE,Pleaser Women's Electra-2029 Platform Boot,"Pleaser's knee-high boot features a laced entry and platform heel for a flirty and bold look, complete with hardware for a touch of toughness. Its full zipper allows for easy entry."
B0002Z1J62,Pleaser Women's Electra-2020 Boot,"Flirtatious knee-high boots with platform bottom, 5"" heel, laces, and side zipper for easy wear. Made of synthetic materials, true to size."
B0002Z1KC0,Pleaser Women's Electra-2023 Knee-High Boot,"5.5"" platform boot with chunky heel, hook/eyelet lace-up, zipper, and synthetic leather upper; 16.75"" shaft, 4.5"" heel, 1.5"" platform."
B0002Z1J58,Pleaser Women's Electra-2020 Boot,"Flirtatious knee-high boots with platform and high heel, featuring laces and a convenient side zipper for easy wear."
B0002Z1MS2,Pleaser Women's Electra 3023 Boots,"Thigh-high boots with 5"" heel and platform, laces, side zipper, and a man-made exterior."
B0002Z9UL8,angelina BY DE BLOSSOM COLLECTION Angelina Women's Vegan Leather Military Ribbon Lace up Chunky Heel Booties,Christmas-themed music collection with a festive vibe.
B0005CHNJY,Itasca Ice Breaker Women US 7 Gray Hiking Boot,"Insulated dog boots with suede upper, 200g Thermolite insulation, waterproof TPR outsole, and padded collar for warmth and comfort in winter conditions."
B00061EPFE,Merrell Women's All Out Bold Mary-Jane Slip-On Walking Shoe,"Supple, stretch-fit mary jane with cushioned UniFly sole for trail navigation, featuring multi-directional traction, odor control, and soft ride."
B00067I428,WHITE MOUNTAIN Women's Princeton Leather Oxford Shoes,"Comfortable leather oxford shoes with a .50"" platform and 1"" heel."
