asin,title,summary
B00008ZCN4,Converse All Star Slim Slip Black,"Converse All Star Slim Slip sneakers feature a canvas upper, slip-on design, and come in black color. Available in whole sizes from 3MN to 5WO, they offer a slimmer and lighter take on the classic slip-on shoe."
B00009HGBT,Sebago Men's Kerry Loafer,"Sebago Kerry Men's leather loafers feature handsewn construction for a tailored fit, welt construction for durability, and vintage details blended with modern accents. The full-grain leather lining, insole with steel shank, and dual tanned, oil-treated leather outsole with molded rubber heel provide comfort and stability."
B00009KEXO,Justin Boots Men's Ropers Equestrian Boot,"Justin 10"" Marbled Deerlite Ropers feature a Deerlite leather upper, single-stitched welt, Roper toe, J-Flex insole, 1 1/8"" heel, and leather outsole for comfort, durability, and Western style."
B00009KEXS,Justin Boots Men's Ropers Equestrian Boot,"10"" Marbled Deerlite Ropers by Justin with Deerlite leather upper and vamp, single stitched welt, J-Flex insole, leather outsole, and 1 1/8"" heel."
B00009PQCO,adidas Performance Men's Kaiser 5 Liga Soccer Cleat,"Full-grain leather soccer shoes with traditional Copa Mundial fit and performance, featuring a firm ground outsole with round studs for traction."
B00009PPHY,PUMA Men's King Classic Top DI Soccer Cleat,"Puma King Classic Top DI FG men's soccer cleats provide superior ball control with a soft k-leather upper and asymmetric lacing. The durable construction and GripTex ankle lining ensure comfort and performance on firm, natural surfaces."
B00009PO42,Puma Men's King Top DI FG Soccer Shoe,"Professional football cleat for hard surfaces featuring lightweight leather, ankle support, fold-over tongue, and conical studs."
B00009ZM7Z,Merrell Men's Jungle Moc Slip-On Shoe,"Merrell's Jungle Moc slip-on shoe for men offers versatile comfort with a suede leather upper, elastic side goring, a compression-molded footframe, and an air cushion heel for shock absorption and stability."
B0000A1R91,Justin Original Work Boots Men's Double Comfort Work Boot,"Justin Men's 8"" Double Comfort Lacer Boots feature full-grain leather, cushioned support system for shock absorption and arch support, fiberglass shank, polyurethane outsole, and a 1.5"" heel. Made in the USA."
B0000A1REB,Justin Boots Men's Classic Western Boot,"Classic black leather cowboy boots with silver stitching and J-Flex Comfort System for immediate comfort. Crafted in the USA with a leather sole, they feature a medium round toe, 1.5"" heel, and 13"" overall height."
B0000A522W,K-Swiss ST329 Mens Sneakers,"Classic leather tennis shoes from K-Swiss, boasting a low-profile design and a storied history."
B0000A5227,K-Swiss st329 Men's black/silver SIZE 6.5,"K-Swiss Classic leather tennis shoes feature a retro design with ghillie-style lacing, cushioned midsole, and durable rubber outsole for support, comfort, and traction."
B0000A52UF,K-SWISS Men's Ultrascendor Tennis Shoe,"Lightweight tennis sneakers with perforated toe box, padded footbed, breathable leather upper, and Aosta® rubber sole for enhanced performance and comfort."
B0000A5229,K-Swiss st329 Men's black/silver SIZE 7,"K-Swiss's retro Classic tennis shoes feature a leather upper for style and durability, a supportive ghillie-style lacing system, a cushioned midsole for comfort, and a durable rubber outsole for traction."
B0000A6XS9,Converse Chuck Taylor All Star Canvas High Top Sneaker,"Iconic Chuck Taylor All Star sneakers feature lightweight canvas, durable rubber sole, and cushioning OrthoLite insole, offering comfort, versatility, and timeless style."
B0000A522B,K-Swiss Men's K-SWISS ST329 CASUAL SHOES 7.5 (BLACK/SILVER),"Men's K-Swiss casual shoes in classic black and silver, featuring a retro low-profile design. Made from durable leather, these shoes are comfortable and stylish."
B0000ACXKC,Prince Men's QT Scream Low Tennis Shoe,"Lightweight tennis shoe with updated stability and cushioning, featuring Shock Eraser and Arch Bridge technologies for enhanced performance."
B0000AFT8E,Converse Chuck Taylor All Star Canvas High Top Sneaker,"Timeless Chuck Taylor sneakers with durable canvas construction, cushioned OrthoLite insoles, and iconic ankle patch, offering versatility, style, and improved comfort with each wear."
B0000AFSYD,Converse Chuck Taylor All Star Canvas Low Top Sneaker,"Iconic Chuck Taylor All Star sneaker with lightweight canvas construction, vulcanized rubber sole for traction, and OrthoLite insole for cushioning."
B0000AFT9F,Converse Unisex Chuck Taylor All-Star High-Top Casual Sneakers in Classic Style and Color and Durable Canvas Uppers,"The Chuck Taylor All Star sneaker is a high-top, lace-up classic with a canvas upper and rubber sole. Known for its iconic silhouette and cultural authenticity, the sneaker empowers self-expression and has been adopted by various subcultures over the years."
B0000AS8DL,adidas Excelsior Low,"Adidas Excelsior Low baseball cleats utilize a C4S stud arrangement, scientifically proven to enhance traction for improved stability, agility, and performance. Features include responsive cushioning, durable spikes, and customizable lace-up construction."
B0000AX3J6,Rocky Men's Fort Hood-M,"Rocky Men's Fort Hood Boots feature waterproof leather, non-metallic support, and an abrasion-resistant outsole for exceptional comfort, durability, and traction."
B0000DCS5T,Sperry Top-Sider Men's Billfish 3-Eye Boat Shoe,"Sperry Billfish 3-Eye Boat Shoe offers optimal traction with Wave-Siping, breathability with perforated panels, and all-day comfort with shock absorption. Its durable leather and mesh construction, along with its versatile style, makes it suitable for both boat wear and casual outings."
B0000DYKET,KEEN Men's Newport Sandal,"The KEEN Newport sandal has adjustable straps for a secure fit, nubuck leather for style and durability, and a lugged rubber outsole with siping for traction on wet and dry surfaces. The metatomical footbed provides personalized support."
B0000DYO0A,Atomic Aquatics Split Fins,"Atomic Aquatics Splitfin: an innovative diver propulsion system with a split blade that forms wings during kicks, reducing drag and increasing lift, providing greater speed, power, and reduced air consumption while eliminating muscle strain and fatigue."
B0000DZCYI,Saucony Men's Grid Raider Running Shoe,"Saucony running shoes feature Grid cushioning for optimal cushioning and control, elevates training performance."
B0000E0C7M,Pro Line Men's Rubber Hip Waders,"Waterproof, insulated vulcanized boot with deep-cleated outsole, layered toe cap, padded knee, inside knee harness, and adjustable side strap for enhanced fit and durability."
B0000E02XL,Timberland Men's Premium Wp Chukka Newman Boot,"Timberland offers premium, eco-conscious footwear for men, women, and kids, including waterproof leather boots and shoes. Their popular wheat six-inch boot is waterproof, insulated, and features durable leather, seam-sealed construction, and arch support."
B0000E02V7,Timberland Men's Premium Wp Chukka Newman Boot,"Timberland offers durable, waterproof leather footwear for men, women, and kids, including boots, sandals, and shoes. Their premium designs combine style, comfort, performance, and eco-consciousness. The popular wheat six-inch boot features waterproof insulation and a comfortable fit."
B0000E6781,La Sportiva Miura Climbing Shoe - Men's Yellow 41,"La Sportiva Miura climbing shoe designed for performance footwork on steep rock features:
- Slingshot rand for edge holding power
- Multi-paneled lining for perfect fit
- Vibram XS Edge rubber for exceptional grip
- Synthetic construction suitable for various climbing disciplines"
B0000E6703,La Sportiva Men's Katana Climbing Shoe,"Vibram XS Grip rubber reinforced with a slingshot rand and Powerhinge sole provides edge precision and lateral support. Lightweight, thin Laspoflex midsole and no-stretch leather uppers with a dual-component lining ensure comfort and fit while the Velcro closure system allows for easy on and off."
B0000E678B,La Sportiva Men's Miura Climbing Shoe,"Versatile climbing shoe with high asymmetry, Vibram XS Edge sole, Powerhinge system, Slingshot Rand, lace-up design, and moisture-wicking Dentex lining. Ideal for technical climbing on various terrains, offering unparalleled grip, support, and comfort."
B0000UWJQI,"Timberland Men's Icon 6"" Leather/Fabric Basic Boot","Durable and rugged Timberland Icon 6 Leather and Fabric boots feature seam-sealed waterproof construction and thick rubber lug outsoles for year-round protection and stability. Versatile enough for work, leisure, and outdoor activities, these lace-up boots offer a classic Timberland style with a comfortable, true-to-size fit."
B0000WYV62,"Rocky Men's Postal TMC 8""-M","8"" leather Postal Approved Duty boot with waterproof upper, padded collar, and Rocky Airport footbed with airflow design for comfort. Slip and oil resistant outsole meets SR (Slip-Resistant) and Berry Compliant (Made in USA) footwear requirements. Features Aegis Microbe Shield for odor control. Ideal for postal workers and professionals seeking US Postal Approved footwear."
B00018C91E,K-Swiss Men's ST329 Athletic Sneaker,"K-Swiss offers classic, low-profile leather sneakers with a retro look. Features include a flexible rubber sole, non-marking outsole, and memory foam footbed, perfect for casual wear."
B00018C95A,K-Swiss Men's ST329 Sneaker,"Classic K-Swiss St329 sneaker, crafted with premium leather, durable rubber outsole, cushioned midsole, and memory foam footbed for maximum comfort and durability."
B00019LFH2,Converse Women's Chuck Taylor All Star Low Top (International Version) Sneaker,"Iconic Chuck Taylor All Star sneaker with breathable canvas construction, vulcanized rubber sole, and OrthoLite insole for comfort and traction."
B0001CWP4Q,Cole Haan Men's Owen High-Top Fashion Sneaker,"Cole Haan, a luxury brand since 1928, offers high-quality men's and women's footwear, accessories, and outerwear. Their products feature impeccable craftsmanship, combining classic heritage with contemporary style."
B0001FSB6Y,adidas Excelsior Low,"Adidas Excelsior Low baseball cleats feature a scientific 4x3 stud pattern, providing optimal traction, stability, speed, and balance."
B0001KX7ZY,Rocky Men's Sport Utility Pro Hunting Boot,"Waterproof, insulated Sport Utility Pro Boot with 1,000g Thinsulate Ultra Insulation, made from leather and nylon for dry, warm feet in extreme cold and snow."
B0001MLLS2,Sheepskin Low-top Travel Slippers (#925-01),"Comfortable and durable sheepskin slippers with natural fleece lining for insulation, non-slip leather sole, and a snug fit that stretches with wear."
B0001O0C2G,Fila Men's Original Fitness Lea Classic Sneaker,"Fila's Original Fitness sneaker offers a classic style with a 100% leather upper, perforated toe box, EVA midsole for cushioning, and rubber outsole for traction."
B0001P4NA2,Five Ten Men's Spire Climbing Shoe,"Five-Ten Spire rock shoe: entry-level, good value, full-to-toe lace, asymmetric slingshot rand for improved fit, Stealth C4 rubber sole for edging, easy-on pull-on loops."
B0001PFQ6W,Five Ten Men's Guide (2012) Tenie Hiking Shoe,"Five Ten, a leading brand in high-performance footwear, offers the Stealth C4 Rubber sole with proprietary designs crafted from 100% leather."
B0001VQMDW,Mad Rock Men's Phoenix Lace Climber,"Unlined 100% leather climbing shoes designed for optimal fit and durability, featuring FX5 rubber sole, 3D molded heel cups, and seamless binding for comfort and performance in various climbing styles."
B0001X2S06,Converse Chuck Taylor All Star Spec Ox Sneaker,Updated Converse All Star Ox sneakers in loden green canvas with a rubber suede sole.
B0001X2SF6,Converse All Star Low,Converse canvas shoes with rubber soles.
B0001Y91E6,Converse Chuck Taylor All Star Canvas Low Top Sneaker,"Iconic Chuck Taylor All Star sneakers feature lightweight canvas, durable rubber sole, and OrthoLite insoles for comfort."
B0001Y8YBW,Converse Chuck Taylor All Star Core Hi,"Iconic Chuck Taylor All Star sneakers with classic design, durable rubber sole, and customizable self-expression for rebels, rockers, and originals."
B0001Y91DW,Converse Chuck Taylor All Star Canvas Low Top Sneaker,"Iconic Chuck Taylor All Star sneakers: lightweight canvas construction, durable rubber sole, ortholite insole for cushioning, versatile and fashionable."
B0001Y91EQ,Converse Chuck Taylor All Star Canvas Low Top Sneaker,"Iconic Chuck Taylor All Star sneaker: lightweight canvas, durable rubber sole, cushioned insole, versatile and stylish."
B00024QTFO,Ariat Men's Heritage R Toe Western Cowboy Boot,"Ariat Men's Heritage Western Boots feature durable black leather uppers, full leather lining, and Ariat's ATS Technology for flexibility, cushioning, and all-day comfort. The boots include a removable gel footbed with metatarsal support and a countered heel cradle. The Duratread outsole provides flexibility and durability, and the R-toe profile adds a stylish touch."
B00024QWGK,Ariat Men's Heritage Roper Western Cowboy Boot,"Ariat Roper Boots: Classic Western boots with durable leather construction, rubber sole for comfort and traction, and a 10"" shaft height."
B00024QXL4,Ariat Men's Work Boot,"Ariat's premium equestrian boots provide advanced support, comfort, and stability for world-class athletes. Crafted with leather, gel-cushioned pads, and ATS technology, these boots feature shock absorption, a roper toe profile, and durable outsoles for performance and traction in equestrian competitions."
B00024R8LS,Justin Boots Men's Classic Western Boot,"Classic black leather cowboy boots with silver stitching, J-Flex Comfort System for out-of-the-box comfort, and a 1.5"" heel for comfort and style."
B00024QMYW,Ariat Men's Heritage Lacer Boot,"These leather boots combine tradition and performance, featuring a durable Duratread outsole, supportive ATS technology, and a removable kiltie."
B00024QMZQ,Ariat Men's Heritage Lacer Boot,"Classic leather boot with:
- Tough and flexible Duratread outsole
- ATS support and cushioning
- Removable kiltie for protection and style
- 8"" shaft for ankle stability"
B00024QMXI,Ariat Men's Heritage Lacer Boot Black 9.5 EE US,"8"" full grain leather cowboy boots featuring ATS support, moisture-wicking lining, EVA footbed, and Duratread outsole."
B00024R00M,Ariat Men's Sierra Work Boot,"Durable work boots with a secure, comfortable ATS stability system, oil and slip resisting sole, premium full grain leather upper, Goodyear Welt construction, and ergonomic support, providing protection and comfort in harsh conditions."
B00024QNPK,Ariat Men's Heritage Lacer Western Cowboy Boot,"Ariat's heritage lace-up boot features a durable outsole, supportive ATS technology, and a removable kiltie for protection and style."
B00024U0IG,"Double H Men's 12"" Steel Toe Dress Western","Durable, comfortable work boot with Vitalize insole for shock absorption and support. Black Trek/Black Urethane Leather with Steel Toe, Bravo lining, and Aztec Outsole. Made in the USA."
B0002528IU,Columbia Men's Outpost Hybrid Water Shoe,"Trail running-inspired outdoor shoes with a Techlite cushioned heel, removable AgION-treated footbed for odor prevention, Omni-Grip rubber outsoles for traction, and a speed lacing system for a secure fit. Made from synthetic materials with mesh panels for breathability and drainage."
B0002A7I6W,"LaCrosse Men's 18"" Alphaburly Sport Break-Up 1000G Hunting Boot","100% waterproof, 18"" Neoprene boot with Thinsulate Insulation providing warmth. Durable with back gusset and Cam-Loc buckle. Features fleece lining, ankle fit design, and a sport chassis outsole."
B0002A7IHQ,LaCrosse Men's Hampton 3.0 MM Green Rubber Boot,"Waterproof, rugged rubber exterior and cushioning neoprene interior provide comfort and durability for both work and leisure activities."
B0002A7IW6,"LaCrosse Men's 12"" Insulated Pac Mid-Calf Boot","12'' tall, 100% waterproof and scent-free rubber boot with wool felt midsoles and insulated bottoms, chevron outsole and removable EVA footbed for comfort in adverse conditions."
B0002A7GK0,LaCrosse Men’s Grange 18” Hunting Boot,"LaCrosse Grange 18"" Rubber Hunting Boots are durable, waterproof, and scent-free, featuring ZXT rubber construction, chevron cleated outsole, adjustable back gusset, EVA insole, and fiberglass shank. Ideal for outdoor enthusiasts, these boots provide traction and protection in harsh conditions."
B0002KYB0S,"Irish Setter Men's Upland Kangaroo Waterproof 9"" Upland Boot","Irish Setter: Hunting boots for dedicated hunters with a focus on innovation and durability, designed to enhance the hunting experience in various terrains."
B0002KYNVA,Wolverine Men's W03120 Work Boot,"Rugged, slip-resistant DuraShocks SR steel toe work boots by Wolverine feature full-grain leather upper, oil-resistant outsole, shock-absorbing compression pads, lightweight polymer footbed, and electrical hazard protection."
B0002L0P9I,MUK LUKS Men's Ragg Wool Slipper,"Comfortable ragg wool slippers with leather soles, available in various colors and sizes. Imported."
B0002L1MDG,Caterpillar Men's Southwark Waterproof Chukka Boot,"Weather-resistant men's waterproof boot with full grain leather upper, Nylon mesh lining, EVA sock liner, Strobel construction, and T1144 outsole for ultimate comfort and durability."
B0002L4ARQ,Danner Men's Hood Winter Light 200 Gram Hunting Boot,"Waterproof leather winter hunting boot with GORE-TEX, Thinsulate, stitchdown construction, and a Vibram sole for rugged durability and stability."
B0002L4NGE,Men's Danner Light II Boot,"USA-made, classic boot with leather and nylon upper, Vibram sole, and GORE-TEX membrane for waterproof, breathable comfort. Features stitchdown construction for stability and Airthotic instep for support."
B0002L4KA8,"Danner Men's Acadia 8"" Boot","Waterproof, breathable Danner Acadia boot with USA-made stitchdown construction for durability, GORE-TEX lining, nylon/leather upper, and Vibram outsole for traction and shock absorption."
B0002L4AJO,Danner Men's Grouse Hunting Boot,"Durable upland hunter's boot featuring full-grain leather, waterproof GORE-TEX® bootie, and abrasion-resistant Cambrelle® lining for comfort and support. Stitch-down construction and Bob sole provide stability and traction in all terrains."
B0002L4AWQ,Danner Men's Santiam Hunting Boot,"U.S.A.-made Santiam boots feature GORE-TEX lining, Thinsulate insulation, full-grain leather upper, renowned stitchdown construction, and self-cleaning Danner Bob outsole for optimal comfort, durability, and stability in cold, wet conditions."
B0002L4BWU,Danner Men's Power Foreman 8 Inch Work Boot,"Durable and comfortable work boot with dual-layer leather protection, GORE-TEX waterproofing, stitchdown construction for stability, and a non-marking outsole."
B0002L4BH0,Danner Men's Trophy Hunting Boot,"USA-made Trophy hunting boots with waterproof GORE-TEX liner, 600 G. Thinsulate insulation, stitchdown construction, 10"" ankle height, and self-cleaning Danner Bob outsole for stability and durability in extreme terrain."
B0002L4BNO,Danner Men's Canadian 600 Gram Hunting Boot,"USA-made Danner Canadian hunting boot features waterproof GORE-TEX lining, 600G Thinsulate insulation, full-grain leather upper, and durable stitchdown construction, providing comfort, durability, and warmth in harsh conditions."
B0002LDST2,Rocky Ranger Steel Toe Gore-TEX Waterproof 600G Insulated Outdoor Boot Brown,"Rocky 6223 work boots combine comfort and safety with a protective steel toe, Vibram oil-resistant outsole, and 600 grams of Thinsulate insulation for warmth. Suitable for various work environments such as distribution, manufacturing, construction, and maintenance, these 9-inch, mid-calf boots feature Goodyear welt construction and are imported with a rubber sole."
B0002LDVQW,Rocky Men's Original Ride Bridal Work Boot,"Rocky Branson 11"" roper work boots feature seasoned leather uppers, leather linings, dual density footbeds, Goodyear welt construction, and an 8-layer outsole."
B0002LDT00,Rocky Men's Original Ranger Uninsulated-M,"Rugged, waterproof 8"" Gore-Tex boots with Goodyear welt construction, Vibram outsole, and steel protective toe, ideal for wilderness expeditions or casual wear."
B0002LT6RU,Hush Puppies Men's Gil Slip-On Shoe,"Gil leather loafers feature a hook-and-loop closure for easy slip-on fit. They have a removable cushioned footbed and a lightweight, slip-resistant ZeroG outsole for comfort and stability."
B0002LY3CS,Sperry Men's Authentic Original Shoes,"Sperry's Authentic Original boat shoes, crafted since 1935, feature hand-sewn leather construction, a 360-degree lacing system, and a non-marking Wave-Siping outsole for wet/dry traction."
B0002M1366,Saucony Men's Cohesion 8 Running Shoe,"Saucony® Cohesion 8 running shoe offers a cushioned ride for neutral to underpronators. Its breathable mesh upper, stabilized heel, and reflective elements provide comfort and visibility. The IMEVA midsole ensures shock absorption and durability, while the XT-600™ outsole enhances traction and abrasion resistance."
B0002M1RR6,Dockers Men's Catalina Casual Slip-On,"Comfortable slip-on loafers with leather sock linings, cushioned footbed, and a flexible construction for all-day comfort. Ideal for casual wear with shorts, jeans, or khakis."
B0002M14TM,Saucony Men's Xodus 5.0 Trail Running Shoe,"Neutral trail runner with mesh and synthetic uppers, Pro-Lock support, Vibram SX-Trek outsole for traction, and plush padding for comfort."
B0002M15AA,Saucony Men's Excursion TR8 Trail Running Shoe,"Saucony, a respected running shoe brand, offers a wide range of running and walking shoes with advanced technologies for maximum performance. The featured everyday trail running shoe boasts a synthetic and textile exterior, rubber sole, 10.2-ounce weight, 8mm offset, heel grid system, and rugged mesh."
B0002M13R0,Saucony Men's Cohesion TR8 Trail Running Shoe,"Saucony running shoes offer advanced stability and cushioning technologies for optimal performance and comfort, aimed at allowing athletes to focus on their activity rather than their equipment."
B0002M14II,Saucony Men's Omni 13 Running Shoe,"High-performance running shoe with breathable mesh upper, supportive overlays, moisture-wicking interior, EVA midsole for cushioning, SRC Impact Zone for smooth transitions, and iBR+ rubber outsole for traction."
B0002M6MIU,Dockers Men's Shelter Plain-Toe Oxford,"Stylish and comfortable lace-up oxfords made of leather, treated with Stain Defender, featuring rubber soles for traction and stability, and a flexible construction for all-day wear."
B0002MBFI2,"Sperry Men's, Tremont 2 kiltie tassel loafer","Classic slip-on loafer with genuine hand-sewn Tru-Moc construction, durable rubber outsole, and shock-absorbing heel cup for comfort and style."
B0002MFT9S,Rocky 2722 Men's Ride Lacer Round Toe Boot Tan Pitstop,"9"" leather work boots with 8-layer Rocky Original Ride comfort system, EVA midsole, removable foam footbed, steel shank, and electrical hazard protection."
B0002MU024,"Fin & Feather Men's 10"" Wellington 11 4E US Brown","Off-trail footwear with full-grain leather upper, unlined breathable design, Velvet-eez® innersole, EVA-TECH® sole, and CUSH-N-EEZ® for stability and shock absorption."
B0002PB7KK,Dexter Men's SST 1 Right Handed,"Soft full-grain leather lace-up shoes with S8 slide sole, removable footbed, and Goodyear Power Pivot non-marking push-off sole for stability and support."
B0002PB7IC,Dexter Men's SST 1 Right Handed,"Durable, full-grain leather work boots with removable footbed, cushioned EVA midsole, Goodyear Power Pivot sole, and leather foam padding for comfort and support."
B0002PUN4Q,Carolina Boots Men Steel Toe Engineer Boots 115,"Rugged, comfortable work boot with support for shoveling. Features: steel shank and sole, anti-odor footbed, soft lining, and made in the USA."
B0002PXE42,Carolina 508 6In. Broad Toe Metatarsal Guard Boot USA Made,"6-inch leather work boots with a steel toe, metatarsal guard, and oil and heat-resistant sole. Features Dryz Pillow Cushion insole, Cambrelle lining, and plastic shank. Electrical hazard tested and made in the USA."
B0002PVVB0,Dexter Steel Toe,"Dexter casual steel toe men's shoes combine the comfort of a casual shoe with the safety and durability of a work boot. Featuring a steel toe, double-gore for a secure fit, and an ESD outsole to prevent static discharge, these shoes offer reliable protection and comfort. Their durable construction ensures long-lasting performance, suitable for both on and off the job."
B0002PWTGG,Double-H Boots: Men's 10-Inch Western Cowboy Boots 2522,"American-made Double-H 2522 Cowboy Boots provide dependable support and comfort, featuring DRYZ technology for moisture wicking, removable cushioned footbeds, durable Ag7 outsoles, and easy pull-on tabs."
B0002PWVAK,Double H Mens 10 Inch Ranch Wellington Boots,"Durable and stylish 10-inch Ranch Cowboy Pull On Boots by Double-H feature Dark Velva Oil Tan Leather uppers, anti-bacterial Bactex lining, non-slip and oil-resistant outsoles, Vitalize insoles, 4 Iron Articore midsoles, rancher heel, and American-made craftsmanship. Available in various sizes."
B0002PX6WC,Double-H Boots: 3283 Men's USA-Made Pull-On Oiltan Leather Cowboy Boots,"Double H Men's Rangedocker Western Boots with leather shaft and lining, DRYZ Footbed, AG7 Outsole, and American craftsmanship, offering durability, comfort, and style for various lifestyles."
B0002S1N7O,Laredo Men's Atlanta Western Boot,"Laredo Men's Western Boots offer affordable, authentic Western styling with excellent fit. 13"" lizard-print leather shaft, suede outsole, and a 1.5"" cowboy heel provide comfort and style. Made from leather and synthetic materials, these versatile boots suit any Western boot desire."
B0002TNU92,Wilson Men's Pro Staff Classic Mesh Tennis Shoe,"The Wilson Pro Staff Classic tennis shoe, a favorite since 1986, offers a classic fit and durability with lightweight, breathable mesh. It features a saddle support system for stability, an EVA midsole for cushioning, and a non-marking Duralast Supreme rubber outsole for traction."
B0002TU1L2,Justin Boots Men's Causal Chukka Boot,"Rugged, moc-toe ankle boot with Justin's J-flex Comfort System for cushioned, stylish comfort."
B0002TU158,"Justin Boots Men's 3001 Farm & Ranch 10"" Boot","Justin Men's Temple Black Cowboy Boots feature the J-Flex comfort system for all-day comfort, a rubber outsole for traction, and a handcrafted construction showcasing polished leather."
B0002UVL42,Capezio Men's BR02 Standard Oxford,"Capezio Men's Standard Oxford shoes feature high-quality leather construction, a suede sole, and a cushioned insole for comfort. Their 1"" heel provides stability, and their street shoe sizing ensures a perfect fit."
B0002Y75CA,"Dan Post Men's Milwaukee 13"" Western Boot","High-quality Dan Post Milwaukee Western Boots with exotic leather, comfort technology, 13"" leather shaft, full leather lining, cushioned insole, leather outsole, R toe, cowboy heel, and stylish embroidery. Suitable for both countryside and cityscape wear, offering durability, style, and comfort."
B0002YHY0I,DR.MARTENS 10905201 FDM SHOE 8053 GAUCHO BRUN,"Goodyear welted, PVC Air Cushioned outsole Oxford with Dr. Martens' signature stitching and 5-eyelet design."
B0002ZNYLA,"Thorogood Men's 6"" Sport Hiking Boots","6"" full-grain leather boots made in the USA with dual-density polyurethane outsoles, comfort weave lining, removable shock-absorbing insoles, and fiberglass shanks."
B0002ZYV7G,Corcoran Men's 10 Inch PR Marauder Work Boot,"Puncture-resistant Marauder Boots by Corcoran feature a leather and Cordura nylon build with a breathable lining, steel shank support, and a stainless steel bottom plate for terrain navigation."
B00031U8U8,NIKE Slipper Mens Getasandal,"Lightweight, shower sandal with a шнуrung closure, perfect for summer and easy to bring to the beach."
B0003VEPJ8,Timberland Men's Basic Chukka Boots,"Timberland Basic Chukkas feature a waterproof leather upper, desert boot styling, and a thick rubber outsole for a bold, durable, and stylish look."
B000657TL2,Skechers Men's Verdict Men's Boot,"Durable leather ankle boots with lace-up front, padded collar, lightly cushioned insole, and rugged lug outsole. Heel height: 1.5"", shaft height: 5"", platform height: 1"". 100% leather, imported."
B000657TLW,Skechers Men's Verdict Men's Boot,"Skechers® leather ankle boots with lace-up front, padded collar, lightly padded insole, and synthetic lug outsole."
B00068CXGU,Sorel Mens Caribou Snow Boot Buff Size 14,"Waterproof Sorel Caribou II boots with nubuck leather upper, seam-sealing, and removable ThermoPlus felt inner boot provide -40°F warmth and protection in winter weather, featuring a handcrafted rubber shell and AeroTrac outsole."
B0006FH0SY,Dearfoams Men's Microfiber Suede Moc With Memory Foam Moccasin,"Modern moccasin slippers with multi-density cushioning and memory foam, moisture-wicking terry insole, and indoor/outdoor tread."
B0006GBIDQ,Reebok Men's Classic Leather Sneaker,"Soft leather upper, lightweight cushioning, and molded sockliner provide comfort. Classic silhouette, cushioned sole, and durable outsole ensure style and support."
B0006GBHYQ,Reebok Men's Classic Ace Classic,"Reebok's heritage running shoe, made from premium leather with a durable rubber sole and outsole, offering a classic style with enhanced durability."
B0006M1VXW,Cole Haan Men's Air Santa Barbara Loafer,"Leather loafer with moccasin construction, leather lining, rubber sole, 1"" heel, 1/2"" platform, concealed Nike Air cushioning for comfort, imported."
B0006ONT6M,Columbia Men's Omnitorial Trail Shoe,Columbia footwear combines suede material with OmniGrip rubber soles for performance and style in outdoor adventures.
B0006ONU9S,Columbia Men's Morpheus Trail Shoe,"Columbia footwear combines innovative technologies with quality materials, offering stylish, functional products for outdoor activities. Featuring cushioned EVA footbeds, XTS lower insoles for stability and protection, mesh and suede uppers, molded EVA midsoles, and non-marking Omni-Grip rubber outsoles."
B0006PLWRY,Columbia Men's Razor Ridge Hiking Boot,"Columbia offers outdoor footwear, outerwear, sportswear, and accessories engineered with premium technologies and materials, providing functional and stylish products at a great value."
B0006PQHCO,Columbia Men's Perpetua Sandal,"Waterproof, stylish Columbia footwear features synthetic nubuck, molded footbed, Omni-Grip outsole, bungee lacing, and rear strap fastener for versatile wear in and out of water."
B0006PQH1A,Columbia Men's Tango Thong Sandals,"Comfortable Columbia thong sandals with thick soles for cushioning, made with polyester and mesh for breathability. Features EVA midsole, Omni-Fresh anti-odor treatment, and Omni-Grip outsole."
B000701MG4,NIKE Air Stab Mens Running Shoes,"Nike updates a classic running sneaker with retro colors and sporty style. Features leather construction, slightly padded footbed, and true-to-size fit."
B00070F882,New Balance - Men's M1122 - Series 1122 - Color M1122MC White/Navy,"Men's motion control running shoe for runners needing maximum support and cushioning, featuring Abzorb SBS for shock absorption and Rollbar for rearfoot stability."
B0007D67SY,Minnetonka Men's Sheepskin Softsole Moccasin Slipper,Cozy men's sheepskin moccasin with padded insole and suede sole stitching for ultimate comfort and warmth.
B0007DBK40,La Sportiva Trango S Evo GTX Mountaineering Boot - Men's,"Waterproof Vibram Mulaz crampon-compatible alpine boots featuring a 3D ankle-hinge for front-pointing and side-to-side flexibility, Cordura uppers and Gore-Tex lining for protection and dryness, and a 7 mm Trailflex midsole for cushioning and stability."
B0007GC032,STACY ADAMS Gavin Slip-Ons,"Slip-on loafer with leather and synthetic upper, perforated vamp, leather vamp strap, leather lining and insole, and synthetic outsole."
B0007IN6UG,Kenneth Cole Unlisted Men's Swing Batter Urban Athletic Shoe,"Unlisted footwear offers affordable, trendy shoes for fashion-conscious young men, combining dress, work, and casual styles with features like soft leather uppers, athletic outsoles, and padded sock liners for comfort."
B0007IQMTI,Kenneth Cole Unlisted Men's Box Trot Apron Toe Tie Oxford Shoe,"Unlisted from Kenneth Cole offers affordable and trendy footwear for young men. Made from leather with a synthetic sole, these shoes feature a padded sock liner and leather uppers for comfort."
B0007IQNCE,Kenneth Cole Unlisted Men's Plain Man Oxford Shoe,"Affordable, fashionable footwear brand, Unlisted, offers trendy shoes for various occasions featuring leather upper, synthetic sole, padded footbed, and durable outsole."
